"MinDate","observationPeriods","NumPlaces","StatVar","ScalingFactors","MeasurementMethods","Units"
"2010","[]","18958","Count_Student_NonIDEA_Male_BlackOrAfricanAmericanAlone_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_BlackOrAfricanAmericanAlone_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_HispanicOrLatino_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_White_PhysicalRestraint","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Male_HispanicOrLatino_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","104495","Count_Student_NotJuvenileJusticeFacility_Section504Plan_Female_PhysicalRestraint","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_White_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","103213","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_HispanicOrLatino_MechanicalRestraint","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Male_BlackOrAfricanAmericanAlone_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Male_BlackOrAfricanAmericanAlone_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Male_TwoOrMoreRaces_Seclusion","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Female_BlackOrAfricanAmericanAlone_Seclusion","[]","[]","[]"
"2014","[]","852","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_HispanicOrLatino_Seclusion","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_HispanicOrLatino_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","103511","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_HispanicOrLatino_MechanicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_HispanicOrLatino_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2014","[]","104427","Count_Student_NotJuvenileJusticeFacility_NonIDEA_LimitedEnglishProficiency_Female_Seclusion","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_Asian_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_BlackOrAfricanAmericanAlone_MechanicalRestraint","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_Asian_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Female_PhysicalRestraint","[]","[]","[]"
"2010","[]","96652","Count_Student_IDEA_Female_Asian_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Female_TwoOrMoreRaces_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","103587","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_PhysicalRestraint","[]","[]","[]"
"2014","[]","103532","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_BlackOrAfricanAmericanAlone_PhysicalRestraint","[]","[]","[]"
"2014","[]","864","Count_Student_JuvenileJusticeFacility_IDEA_LimitedEnglishProficiency_Male_PhysicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Female_Asian_Seclusion_SchoolGrade5","[]","[]","[]"
"2014","[]","863","Count_Student_JuvenileJusticeFacility_NonIDEA_LimitedEnglishProficiency_Female_PhysicalRestraint","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Male_AmericanIndianOrAlaskaNative_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_BlackOrAfricanAmericanAlone_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_AmericanIndianOrAlaskaNative_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","96653","Count_Student_NonIDEA_Female_BlackOrAfricanAmericanAlone_Seclusion_SchoolGrade7","[]","[]","[]"
"2014","[]","104328","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Seclusion","[]","[]","[]"
"2014","[]","104705","Count_Student_NotJuvenileJusticeFacility_IDEA_LimitedEnglishProficiency_Female_Seclusion","[]","[]","[]"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_AmericanIndianOrAlaskaNative_Seclusion","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_NativeHawaiianOrOtherPacificIslanderAlone_MechanicalRestraint","[]","[]","[]"
"2014","[]","851","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_Seclusion","[]","[]","[]"
"2014","[]","104656","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_HispanicOrLatino_Seclusion","[]","[]","[]"
"2014","[]","852","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_AmericanIndianOrAlaskaNative_Seclusion","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Female_Seclusion","[]","[]","[]"
"2014","[]","104416","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_Asian_Seclusion","[]","[]","[]"
"2014","[]","862","Count_Student_JuvenileJusticeFacility_NonIDEA_LimitedEnglishProficiency_Male_PhysicalRestraint","[]","[]","[]"
"2014","[]","864","Count_Student_JuvenileJusticeFacility_IDEA_LimitedEnglishProficiency_Female_MechanicalRestraint","[]","[]","[]"
"2014","[]","103321","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_Asian_PhysicalRestraint","[]","[]","[]"
"2014","[]","103246","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_HispanicOrLatino_PhysicalRestraint","[]","[]","[]"
"2014","[]","103545","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_White_PhysicalRestraint","[]","[]","[]"
"2014","[]","103251","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_White_PhysicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_BlackOrAfricanAmericanAlone_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Male_BlackOrAfricanAmericanAlone_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","96653","Count_Student_NonIDEA_Male_TwoOrMoreRaces_Seclusion_SchoolGrade7","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_White_MechanicalRestraint","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Male_TwoOrMoreRaces_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","103208","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_White_MechanicalRestraint","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_MechanicalRestraint","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_TwoOrMoreRaces_MechanicalRestraint","[]","[]","[]"
"2014","[]","103284","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_Asian_MechanicalRestraint","[]","[]","[]"
"2014","[]","103265","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_TwoOrMoreRaces_PhysicalRestraint","[]","[]","[]"
"2014","[]","103556","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_HispanicOrLatino_PhysicalRestraint","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_AmericanIndianOrAlaskaNative_MechanicalRestraint","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_Asian_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_Asian_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2014","[]","104677","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_TwoOrMoreRaces_Seclusion","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Male_Asian_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Male_Asian_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","852","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_White_Seclusion","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_NativeHawaiianOrOtherPacificIslanderAlone_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Female_AmericanIndianOrAlaskaNative_Seclusion","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Female_BlackOrAfricanAmericanAlone_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Female_BlackOrAfricanAmericanAlone_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","854","Count_Student_JuvenileJusticeFacility_IDEA_Female_TwoOrMoreRaces_MechanicalRestraint","[]","[]","[]"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_AmericanIndianOrAlaskaNative_PhysicalRestraint","[]","[]","[]"
"2014","[]","852","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_PhysicalRestraint","[]","[]","[]"
"2014","[]","104685","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_AmericanIndianOrAlaskaNative_Seclusion","[]","[]","[]"
"2014","[]","103440","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_NativeHawaiianOrOtherPacificIslanderAlone_MechanicalRestraint","[]","[]","[]"
"2014","[]","104418","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_Asian_Seclusion","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_HispanicOrLatino_MechanicalRestraint","[]","[]","[]"
"2014","[]","104647","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_HispanicOrLatino_Seclusion","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_White_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","101344","Count_Student_IDEA_MechanicalRestraint","[]","[]","[]"
"2014","[]","104501","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_AmericanIndianOrAlaskaNative_Seclusion","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Male_White_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","103270","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_TwoOrMoreRaces_PhysicalRestraint","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Female_White_Seclusion","[]","[]","[]"
"2014","[]","104496","Count_Student_NotJuvenileJusticeFacility_Section504Plan_Female_MechanicalRestraint","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Female_White_PhysicalRestraint","[]","[]","[]"
"2010","[]","96653","Count_Student_NonIDEA_Male_White_Seclusion_SchoolGrade7","[]","[]","[]"
"2014","[]","854","Count_Student_JuvenileJusticeFacility_IDEA_Male_Asian_MechanicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Male_HispanicOrLatino_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_White_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_BlackOrAfricanAmericanAlone_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","96652","Count_Student_IDEA_Male_HispanicOrLatino_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_BlackOrAfricanAmericanAlone_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","103260","Count_Student_NotJuvenileJusticeFacility_Section504Plan_MechanicalRestraint","[]","[]","[]"
"2014","[]","104571","Count_Student_NotJuvenileJusticeFacility_IDEA_LimitedEnglishProficiency_Female_MechanicalRestraint","[]","[]","[]"
"2014","[]","104479","Count_Student_NotJuvenileJusticeFacility_Section504Plan_Male_Seclusion","[]","[]","[]"
"2014","[]","104499","Count_Student_NotJuvenileJusticeFacility_IDEA_LimitedEnglishProficiency_Male_PhysicalRestraint","[]","[]","[]"
"2010","[]","96653","Count_Student_NonIDEA_Male_Asian_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_Asian_Seclusion_SchoolGrade5","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_Asian_MechanicalRestraint","[]","[]","[]"
"2014","[]","103540","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_TwoOrMoreRaces_MechanicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_BlackOrAfricanAmericanAlone_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2014","[]","104682","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_AmericanIndianOrAlaskaNative_Seclusion","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_LimitedEnglishProficiency_Male_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","104346","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_HispanicOrLatino_Seclusion","[]","[]","[]"
"2014","[]","104682","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_Asian_Seclusion","[]","[]","[]"
"2014","[]","104645","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_White_Seclusion","[]","[]","[]"
"2010","[]","96653","Count_Student_NonIDEA_Female_Seclusion_SchoolGrade7","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Female_AmericanIndianOrAlaskaNative_PhysicalRestraint","[]","[]","[]"
"2014","[]","104574","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_NativeHawaiianOrOtherPacificIslanderAlone_Seclusion","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_BlackOrAfricanAmericanAlone_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_Seclusion_SchoolGrade5","[]","[]","[]"
"2014","[]","103230","Count_Student_NotJuvenileJusticeFacility_NonIDEA_PhysicalRestraint","[]","[]","[]"
"2014","[]","864","Count_Student_JuvenileJusticeFacility_Section504Plan_Female_PhysicalRestraint","[]","[]","[]"
"2014","[]","863","Count_Student_JuvenileJusticeFacility_Section504Plan_Male_Seclusion","[]","[]","[]"
"2014","[]","103191","Count_Student_NotJuvenileJusticeFacility_NonIDEA_MechanicalRestraint","[]","[]","[]"
"2014","[]","103205","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_BlackOrAfricanAmericanAlone_MechanicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_LimitedEnglishProficiency_Male_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Male_White_Seclusion","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Male_Asian_PhysicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_TwoOrMoreRaces_Seclusion","[]","[]","[]"
"2014","[]","103543","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_Asian_MechanicalRestraint","[]","[]","[]"
"2014","[]","103499","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_BlackOrAfricanAmericanAlone_MechanicalRestraint","[]","[]","[]"
"2014","[]","103551","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_MechanicalRestraint","[]","[]","[]"
"2010","[]","96653","Count_Student_NonIDEA_Male_NativeHawaiianOrOtherPacificIslanderAlone_Seclusion_SchoolGrade7","[]","[]","[]"
"2014","[]","854","Count_Student_JuvenileJusticeFacility_IDEA_Female_Asian_MechanicalRestraint","[]","[]","[]"
"2010","[]","96652","Count_Student_IDEA_Female_White_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Male_TwoOrMoreRaces_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","103588","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_PhysicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Female_White_Seclusion_SchoolGrade5","[]","[]","[]"
"2014","[]","104694","Count_Student_NotJuvenileJusticeFacility_IDEA_LimitedEnglishProficiency_Male_Seclusion","[]","[]","[]"
"2014","[]","103582","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_AmericanIndianOrAlaskaNative_PhysicalRestraint","[]","[]","[]"
"2014","[]","104511","Count_Student_NotJuvenileJusticeFacility_Section504Plan_Female_Seclusion","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_TwoOrMoreRaces_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Female_NativeHawaiianOrOtherPacificIslanderAlone_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","103202","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_BlackOrAfricanAmericanAlone_MechanicalRestraint","[]","[]","[]"
"2014","[]","103545","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_Asian_MechanicalRestraint","[]","[]","[]"
"2010","[]","101344","Count_Student_Section504Plan_MechanicalRestraint","[]","[]","[]"
"2014","[]","103588","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_NativeHawaiianOrOtherPacificIslanderAlone_PhysicalRestraint","[]","[]","[]"
"2014","[]","104342","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_HispanicOrLatino_Seclusion","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_AmericanIndianOrAlaskaNative_MechanicalRestraint","[]","[]","[]"
"2014","[]","104434","Count_Student_NotJuvenileJusticeFacility_NonIDEA_LimitedEnglishProficiency_Male_Seclusion","[]","[]","[]"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_HispanicOrLatino_PhysicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_LimitedEnglishProficiency_Male_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","96653","Count_Student_IDEA_LimitedEnglishProficiency_Male_Seclusion_SchoolGrade7","[]","[]","[]"
"2014","[]","103351","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_AmericanIndianOrAlaskaNative_MechanicalRestraint","[]","[]","[]"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_Asian_PhysicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_White_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Male_White_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","104680","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_Asian_Seclusion","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Female_BlackOrAfricanAmericanAlone_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Male_NativeHawaiianOrOtherPacificIslanderAlone_Seclusion","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Female_BlackOrAfricanAmericanAlone_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2014","[]","103551","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_MechanicalRestraint","[]","[]","[]"
"2014","[]","863","Count_Student_JuvenileJusticeFacility_Section504Plan_Male_PhysicalRestraint","[]","[]","[]"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_TwoOrMoreRaces_PhysicalRestraint","[]","[]","[]"
"2014","[]","103228","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_TwoOrMoreRaces_MechanicalRestraint","[]","[]","[]"
"2014","[]","103518","Count_Student_NotJuvenileJusticeFacility_IDEA_PhysicalRestraint","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Male_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","854","Count_Student_JuvenileJusticeFacility_IDEA_Male_PhysicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Male_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Male_NativeHawaiianOrOtherPacificIslanderAlone_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","850","Count_Student_JuvenileJusticeFacility_IDEA_MechanicalRestraint","[]","[]","[]"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_PhysicalRestraint","[]","[]","[]"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_NativeHawaiianOrOtherPacificIslanderAlone_PhysicalRestraint","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_White_MechanicalRestraint","[]","[]","[]"
"2010","[]","96652","Count_Student_IDEA_Female_HispanicOrLatino_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_AmericanIndianOrAlaskaNative_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","96652","Count_Student_IDEA_Female_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Female_AmericanIndianOrAlaskaNative_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_AmericanIndianOrAlaskaNative_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2014","[]","103302","Count_Student_NotJuvenileJusticeFacility_Section504Plan_PhysicalRestraint","[]","[]","[]"
"2014","[]","104361","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_TwoOrMoreRaces_Seclusion","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Female_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Female_AmericanIndianOrAlaskaNative_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","96653","Count_Student_NonIDEA_Male_BlackOrAfricanAmericanAlone_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Male_HispanicOrLatino_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_HispanicOrLatino_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_BlackOrAfricanAmericanAlone_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Female_HispanicOrLatino_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","96653","Count_Student_NonIDEA_LimitedEnglishProficiency_Male_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_LimitedEnglishProficiency_Male_Seclusion_SchoolGrade5","[]","[]","[]"
"2014","[]","103388","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_AmericanIndianOrAlaskaNative_PhysicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Male_White_Seclusion_SchoolGrade5","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Female_HispanicOrLatino_PhysicalRestraint","[]","[]","[]"
"2010","[]","96652","Count_Student_IDEA_Male_White_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","96653","Count_Student_NonIDEA_Female_White_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_White_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","96652","Count_Student_Section504Plan_Male_Seclusion_SchoolGrade7","[]","[]","[]"
"2014","[]","103461","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_NativeHawaiianOrOtherPacificIslanderAlone_PhysicalRestraint","[]","[]","[]"
"2014","[]","103319","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_Asian_PhysicalRestraint","[]","[]","[]"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_NativeHawaiianOrOtherPacificIslanderAlone_Seclusion","[]","[]","[]"
"2014","[]","864","Count_Student_JuvenileJusticeFacility_Section504Plan_Female_Seclusion","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_LimitedEnglishProficiency_Male_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_LimitedEnglishProficiency_Male_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Male_NativeHawaiianOrOtherPacificIslanderAlone_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_Section504Plan_Male_Seclusion_SchoolGrade5","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Female_BlackOrAfricanAmericanAlone_PhysicalRestraint","[]","[]","[]"
"2010","[]","96652","Count_Student_IDEA_Female_TwoOrMoreRaces_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Male_BlackOrAfricanAmericanAlone_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Male_BlackOrAfricanAmericanAlone_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Male_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Male_BlackOrAfricanAmericanAlone_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","104333","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_BlackOrAfricanAmericanAlone_Seclusion","[]","[]","[]"
"2010","[]","96652","Count_Student_IDEA_Male_BlackOrAfricanAmericanAlone_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Male_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2014","[]","104636","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_BlackOrAfricanAmericanAlone_Seclusion","[]","[]","[]"
"2014","[]","103548","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_White_PhysicalRestraint","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_AmericanIndianOrAlaskaNative_MechanicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Male_NativeHawaiianOrOtherPacificIslanderAlone_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","104193","Count_Student_NotJuvenileJusticeFacility_NonIDEA_LimitedEnglishProficiency_Female_MechanicalRestraint","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Female_AmericanIndianOrAlaskaNative_MechanicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","104633","Count_Student_NotJuvenileJusticeFacility_IDEA_Male_BlackOrAfricanAmericanAlone_Seclusion","[]","[]","[]"
"2014","[]","854","Count_Student_JuvenileJusticeFacility_IDEA_Male_TwoOrMoreRaces_MechanicalRestraint","[]","[]","[]"
